,category,aspect,count
73,,agent,1
0,,'SERVICE' PROVIDER,0
1,,****** chat bot,0
2,,082 135 number,0
3,,250.0 MB bundle,0
4,,Apple Watch cellular,0
5,,BOT,0
6,,Bot,0
7,,CUSTOMER SERVICE,0
8,,Call Centre,0
9,,Chatbot (Toby),0
10,,Client Care/Service,0
11,,Customer service,0
12,,EFT,0
13,,HP Attorneys,0
14,,ISP,0
15,,Invoices,0
16,,MARKETING SPAM,0
17,,MTN,0
18,,Mobile Wi_Fi app,0
19,,NULL,0
20,,ONLINE SERVICE,0
21,,PATHETIC SERVICE,0
22,,PM CONNECT,0
23,,SIM SWAP,0
24,,Service,0
25,,Statements,0
26,,TOBI,0
27,,TOBI app,0
28,,TOBI virtual assistant,0
29,,TOBi robot,0
30,,Telkom,0
31,,Telkom Mobile,0
32,,Telkom Self-service,0
33,,Telkom mobile,0
34,,Telkom sales,0
35,,Tobi,0
36,,Tobi BOT idea on WhatsApp,0
37,,Tobi bot,0
38,,Tobi chat bot,0
39,,Tobi the Bot,0
40,,Tobi's Tax Pack,0
41,,Toby,0
42,,Toby robot service,0
43,,USELESS VODACOM,0
44,,VODACOM,0
45,,VODACOM - TOBI ALLOWING SIM-SWOP TO CRIMINALS,0
46,,VODACOM USELESS HELPLINE,0
47,,VODACOMS TOBI,0
48,,VodaBucks,0
49,,Vodacom,0
50,,Vodacom Age of Machine,0
51,,Vodacom App,0
52,,Vodacom Customer Care Line,0
53,,Vodacom Horrible Customer Care Service-Deleted Active SImcard,0
54,,Vodacom Roaming Bundle,0
55,,Vodacom Scams Pensioners into Special Deals,0
56,,Vodacom Vodabucks,0
57,,Vodacom and TymeBank Fraud,0
58,,Vodacom customer services,0
59,,Vodacom does not care,0
60,,Vodacom is not a brand to be trusted or relied on,0
61,,Vodacom number,0
62,,Vodacom online deals,0
63,,Vodacom service,0
64,,Vodacom vodabucks,0
65,,Vodacom's website,0
66,,Vodacoms,0
67,,Vodafone world,0
68,,Vodamail,0
69,,Vodamail cancellation,0
70,,WhatsApp bundles,0
71,,Wi-Fi,0
72,,acct,0
74,,airtime,0
75,,app,0
76,,app services,0
77,,at Telkom,0
78,,automated chatbot,0
79,,bank,0
80,,bot,0
81,,bot on Vodacom Facebook messenger,0
82,,call center,0
83,,call center service,0
84,,call centre,0
85,,call charges,0
86,,caller tune,0
87,,cell c,0
88,,chat bot,0
89,,chatbot,0
90,,chatbot Tobi,0
91,,company,0
92,,consultant,0
93,,content service,0
94,,contract,0
95,,contract with Telkom,0
96,,credit report,0
97,,customer Service,0
98,,customer care,0
99,,customer care agent,0
100,,customer care call centre,0
101,,customer care help lines,0
102,,customer care line,0
103,,customer care number,0
104,,customer care/services,0
105,,customer service,0
106,,customer service department,0
107,,customer support,0
108,,customer's info,0
109,,data,0
110,,data sim,0
111,,delivery,0
112,,eSim,0
113,,energy,0
114,,humans,0
115,,machine,0
116,,mobile contract,0
117,,money back,0
118,,network provider,0
119,,network service provider,0
120,,number,0
121,,number assigned by Vodacom,0
122,,online chat,0
123,,online deals,0
124,,online service,0
125,,phone imei,0
126,,products,0
127,,recurring data bundle,0
128,,refund,0
129,,response to emails,0
130,,robot,0
131,,robot assistant,0
132,,robot calling,0
133,,robot responses,0
134,,service,0
135,,service Vodacom,0
136,,service at Vodacom,0
137,,service delivery,0
138,,service levels,0
139,,service provider,0
140,,services,0
141,,sim card,0
142,,site,0
143,,skynet,0
144,,smartphone,0
145,,sms,0
146,,staff,0
147,,subscriptions,0
148,,support,0
149,,telkom,0
150,,telkom customer services,0
151,,the option to chat to your,0
152,,virtual assistant,0
153,,voda**** customer service,0
154,,vodabucks,0
155,,vodacom,0
156,,vodacom 4u Berea east london branch,0
157,,vodacom app,0
158,,vodacom bot,0
159,,vodacom call centre,0
160,,vodacom customer care,0
161,,vodacom customer services,0
162,,vodacom fibre,0
163,,vodacom online,0
164,,vodacom service bot,0
165,,vodacom support,0
166,,vodacum,0
167,,vodamail email settings,0
168,,vodqcom customer services,0
169,,webmail7,0
266,CARD#GENERAL,credit report,1
170,CARD#GENERAL,'SERVICE' PROVIDER,0
171,CARD#GENERAL,****** chat bot,0
172,CARD#GENERAL,082 135 number,0
173,CARD#GENERAL,250.0 MB bundle,0
174,CARD#GENERAL,Apple Watch cellular,0
175,CARD#GENERAL,BOT,0
176,CARD#GENERAL,Bot,0
177,CARD#GENERAL,CUSTOMER SERVICE,0
178,CARD#GENERAL,Call Centre,0
179,CARD#GENERAL,Chatbot (Toby),0
180,CARD#GENERAL,Client Care/Service,0
181,CARD#GENERAL,Customer service,0
182,CARD#GENERAL,EFT,0
183,CARD#GENERAL,HP Attorneys,0
184,CARD#GENERAL,ISP,0
185,CARD#GENERAL,Invoices,0
186,CARD#GENERAL,MARKETING SPAM,0
187,CARD#GENERAL,MTN,0
188,CARD#GENERAL,Mobile Wi_Fi app,0
189,CARD#GENERAL,NULL,0
190,CARD#GENERAL,ONLINE SERVICE,0
191,CARD#GENERAL,PATHETIC SERVICE,0
192,CARD#GENERAL,PM CONNECT,0
193,CARD#GENERAL,SIM SWAP,0
194,CARD#GENERAL,Service,0
195,CARD#GENERAL,Statements,0
196,CARD#GENERAL,TOBI,0
197,CARD#GENERAL,TOBI app,0
198,CARD#GENERAL,TOBI virtual assistant,0
199,CARD#GENERAL,TOBi robot,0
200,CARD#GENERAL,Telkom,0
201,CARD#GENERAL,Telkom Mobile,0
202,CARD#GENERAL,Telkom Self-service,0
203,CARD#GENERAL,Telkom mobile,0
204,CARD#GENERAL,Telkom sales,0
205,CARD#GENERAL,Tobi,0
206,CARD#GENERAL,Tobi BOT idea on WhatsApp,0
207,CARD#GENERAL,Tobi bot,0
208,CARD#GENERAL,Tobi chat bot,0
209,CARD#GENERAL,Tobi the Bot,0
210,CARD#GENERAL,Tobi's Tax Pack,0
211,CARD#GENERAL,Toby,0
212,CARD#GENERAL,Toby robot service,0
213,CARD#GENERAL,USELESS VODACOM,0
214,CARD#GENERAL,VODACOM,0
215,CARD#GENERAL,VODACOM - TOBI ALLOWING SIM-SWOP TO CRIMINALS,0
216,CARD#GENERAL,VODACOM USELESS HELPLINE,0
217,CARD#GENERAL,VODACOMS TOBI,0
218,CARD#GENERAL,VodaBucks,0
219,CARD#GENERAL,Vodacom,0
220,CARD#GENERAL,Vodacom Age of Machine,0
221,CARD#GENERAL,Vodacom App,0
222,CARD#GENERAL,Vodacom Customer Care Line,0
223,CARD#GENERAL,Vodacom Horrible Customer Care Service-Deleted Active SImcard,0
224,CARD#GENERAL,Vodacom Roaming Bundle,0
225,CARD#GENERAL,Vodacom Scams Pensioners into Special Deals,0
226,CARD#GENERAL,Vodacom Vodabucks,0
227,CARD#GENERAL,Vodacom and TymeBank Fraud,0
228,CARD#GENERAL,Vodacom customer services,0
229,CARD#GENERAL,Vodacom does not care,0
230,CARD#GENERAL,Vodacom is not a brand to be trusted or relied on,0
231,CARD#GENERAL,Vodacom number,0
232,CARD#GENERAL,Vodacom online deals,0
233,CARD#GENERAL,Vodacom service,0
234,CARD#GENERAL,Vodacom vodabucks,0
235,CARD#GENERAL,Vodacom's website,0
236,CARD#GENERAL,Vodacoms,0
237,CARD#GENERAL,Vodafone world,0
238,CARD#GENERAL,Vodamail,0
239,CARD#GENERAL,Vodamail cancellation,0
240,CARD#GENERAL,WhatsApp bundles,0
241,CARD#GENERAL,Wi-Fi,0
242,CARD#GENERAL,acct,0
243,CARD#GENERAL,agent,0
244,CARD#GENERAL,airtime,0
245,CARD#GENERAL,app,0
246,CARD#GENERAL,app services,0
247,CARD#GENERAL,at Telkom,0
248,CARD#GENERAL,automated chatbot,0
249,CARD#GENERAL,bank,0
250,CARD#GENERAL,bot,0
251,CARD#GENERAL,bot on Vodacom Facebook messenger,0
252,CARD#GENERAL,call center,0
253,CARD#GENERAL,call center service,0
254,CARD#GENERAL,call centre,0
255,CARD#GENERAL,call charges,0
256,CARD#GENERAL,caller tune,0
257,CARD#GENERAL,cell c,0
258,CARD#GENERAL,chat bot,0
259,CARD#GENERAL,chatbot,0
260,CARD#GENERAL,chatbot Tobi,0
261,CARD#GENERAL,company,0
262,CARD#GENERAL,consultant,0
263,CARD#GENERAL,content service,0
264,CARD#GENERAL,contract,0
265,CARD#GENERAL,contract with Telkom,0
267,CARD#GENERAL,customer Service,0
268,CARD#GENERAL,customer care,0
269,CARD#GENERAL,customer care agent,0
270,CARD#GENERAL,customer care call centre,0
271,CARD#GENERAL,customer care help lines,0
272,CARD#GENERAL,customer care line,0
273,CARD#GENERAL,customer care number,0
274,CARD#GENERAL,customer care/services,0
275,CARD#GENERAL,customer service,0
276,CARD#GENERAL,customer service department,0
277,CARD#GENERAL,customer support,0
278,CARD#GENERAL,customer's info,0
279,CARD#GENERAL,data,0
280,CARD#GENERAL,data sim,0
281,CARD#GENERAL,delivery,0
282,CARD#GENERAL,eSim,0
283,CARD#GENERAL,energy,0
284,CARD#GENERAL,humans,0
285,CARD#GENERAL,machine,0
286,CARD#GENERAL,mobile contract,0
287,CARD#GENERAL,money back,0
288,CARD#GENERAL,network provider,0
289,CARD#GENERAL,network service provider,0
290,CARD#GENERAL,number,0
291,CARD#GENERAL,number assigned by Vodacom,0
292,CARD#GENERAL,online chat,0
293,CARD#GENERAL,online deals,0
294,CARD#GENERAL,online service,0
295,CARD#GENERAL,phone imei,0
296,CARD#GENERAL,products,0
297,CARD#GENERAL,recurring data bundle,0
298,CARD#GENERAL,refund,0
299,CARD#GENERAL,response to emails,0
300,CARD#GENERAL,robot,0
301,CARD#GENERAL,robot assistant,0
302,CARD#GENERAL,robot calling,0
303,CARD#GENERAL,robot responses,0
304,CARD#GENERAL,service,0
305,CARD#GENERAL,service Vodacom,0
306,CARD#GENERAL,service at Vodacom,0
307,CARD#GENERAL,service delivery,0
308,CARD#GENERAL,service levels,0
309,CARD#GENERAL,service provider,0
310,CARD#GENERAL,services,0
311,CARD#GENERAL,sim card,0
312,CARD#GENERAL,site,0
313,CARD#GENERAL,skynet,0
314,CARD#GENERAL,smartphone,0
315,CARD#GENERAL,sms,0
316,CARD#GENERAL,staff,0
317,CARD#GENERAL,subscriptions,0
318,CARD#GENERAL,support,0
319,CARD#GENERAL,telkom,0
320,CARD#GENERAL,telkom customer services,0
321,CARD#GENERAL,the option to chat to your,0
322,CARD#GENERAL,virtual assistant,0
323,CARD#GENERAL,voda**** customer service,0
324,CARD#GENERAL,vodabucks,0
325,CARD#GENERAL,vodacom,0
326,CARD#GENERAL,vodacom 4u Berea east london branch,0
327,CARD#GENERAL,vodacom app,0
328,CARD#GENERAL,vodacom bot,0
329,CARD#GENERAL,vodacom call centre,0
330,CARD#GENERAL,vodacom customer care,0
331,CARD#GENERAL,vodacom customer services,0
332,CARD#GENERAL,vodacom fibre,0
333,CARD#GENERAL,vodacom online,0
334,CARD#GENERAL,vodacom service bot,0
335,CARD#GENERAL,vodacom support,0
336,CARD#GENERAL,vodacum,0
337,CARD#GENERAL,vodamail email settings,0
338,CARD#GENERAL,vodqcom customer services,0
339,CARD#GENERAL,webmail7,0
384,COMPANY#GENERAL,VODACOM,3
389,COMPANY#GENERAL,Vodacom,3
495,COMPANY#GENERAL,vodacom,2
354,COMPANY#GENERAL,ISP,1
370,COMPANY#GENERAL,Telkom,1
400,COMPANY#GENERAL,Vodacom is not a brand to be trusted or relied on,1
431,COMPANY#GENERAL,company,1
483,COMPANY#GENERAL,skynet,1
503,COMPANY#GENERAL,vodacom online,1
506,COMPANY#GENERAL,vodacum,1
340,COMPANY#GENERAL,'SERVICE' PROVIDER,0
341,COMPANY#GENERAL,****** chat bot,0
342,COMPANY#GENERAL,082 135 number,0
343,COMPANY#GENERAL,250.0 MB bundle,0
344,COMPANY#GENERAL,Apple Watch cellular,0
345,COMPANY#GENERAL,BOT,0
346,COMPANY#GENERAL,Bot,0
347,COMPANY#GENERAL,CUSTOMER SERVICE,0
348,COMPANY#GENERAL,Call Centre,0
349,COMPANY#GENERAL,Chatbot (Toby),0
350,COMPANY#GENERAL,Client Care/Service,0
351,COMPANY#GENERAL,Customer service,0
352,COMPANY#GENERAL,EFT,0
353,COMPANY#GENERAL,HP Attorneys,0
355,COMPANY#GENERAL,Invoices,0
356,COMPANY#GENERAL,MARKETING SPAM,0
357,COMPANY#GENERAL,MTN,0
358,COMPANY#GENERAL,Mobile Wi_Fi app,0
359,COMPANY#GENERAL,NULL,0
360,COMPANY#GENERAL,ONLINE SERVICE,0
361,COMPANY#GENERAL,PATHETIC SERVICE,0
362,COMPANY#GENERAL,PM CONNECT,0
363,COMPANY#GENERAL,SIM SWAP,0
364,COMPANY#GENERAL,Service,0
365,COMPANY#GENERAL,Statements,0
366,COMPANY#GENERAL,TOBI,0
367,COMPANY#GENERAL,TOBI app,0
368,COMPANY#GENERAL,TOBI virtual assistant,0
369,COMPANY#GENERAL,TOBi robot,0
371,COMPANY#GENERAL,Telkom Mobile,0
372,COMPANY#GENERAL,Telkom Self-service,0
373,COMPANY#GENERAL,Telkom mobile,0
374,COMPANY#GENERAL,Telkom sales,0
375,COMPANY#GENERAL,Tobi,0
376,COMPANY#GENERAL,Tobi BOT idea on WhatsApp,0
377,COMPANY#GENERAL,Tobi bot,0
378,COMPANY#GENERAL,Tobi chat bot,0
379,COMPANY#GENERAL,Tobi the Bot,0
380,COMPANY#GENERAL,Tobi's Tax Pack,0
381,COMPANY#GENERAL,Toby,0
382,COMPANY#GENERAL,Toby robot service,0
383,COMPANY#GENERAL,USELESS VODACOM,0
385,COMPANY#GENERAL,VODACOM - TOBI ALLOWING SIM-SWOP TO CRIMINALS,0
386,COMPANY#GENERAL,VODACOM USELESS HELPLINE,0
387,COMPANY#GENERAL,VODACOMS TOBI,0
388,COMPANY#GENERAL,VodaBucks,0
390,COMPANY#GENERAL,Vodacom Age of Machine,0
391,COMPANY#GENERAL,Vodacom App,0
392,COMPANY#GENERAL,Vodacom Customer Care Line,0
393,COMPANY#GENERAL,Vodacom Horrible Customer Care Service-Deleted Active SImcard,0
394,COMPANY#GENERAL,Vodacom Roaming Bundle,0
395,COMPANY#GENERAL,Vodacom Scams Pensioners into Special Deals,0
396,COMPANY#GENERAL,Vodacom Vodabucks,0
397,COMPANY#GENERAL,Vodacom and TymeBank Fraud,0
398,COMPANY#GENERAL,Vodacom customer services,0
399,COMPANY#GENERAL,Vodacom does not care,0
401,COMPANY#GENERAL,Vodacom number,0
402,COMPANY#GENERAL,Vodacom online deals,0
403,COMPANY#GENERAL,Vodacom service,0
404,COMPANY#GENERAL,Vodacom vodabucks,0
405,COMPANY#GENERAL,Vodacom's website,0
406,COMPANY#GENERAL,Vodacoms,0
407,COMPANY#GENERAL,Vodafone world,0
408,COMPANY#GENERAL,Vodamail,0
409,COMPANY#GENERAL,Vodamail cancellation,0
410,COMPANY#GENERAL,WhatsApp bundles,0
411,COMPANY#GENERAL,Wi-Fi,0
412,COMPANY#GENERAL,acct,0
413,COMPANY#GENERAL,agent,0
414,COMPANY#GENERAL,airtime,0
415,COMPANY#GENERAL,app,0
416,COMPANY#GENERAL,app services,0
417,COMPANY#GENERAL,at Telkom,0
418,COMPANY#GENERAL,automated chatbot,0
419,COMPANY#GENERAL,bank,0
420,COMPANY#GENERAL,bot,0
421,COMPANY#GENERAL,bot on Vodacom Facebook messenger,0
422,COMPANY#GENERAL,call center,0
423,COMPANY#GENERAL,call center service,0
424,COMPANY#GENERAL,call centre,0
425,COMPANY#GENERAL,call charges,0
426,COMPANY#GENERAL,caller tune,0
427,COMPANY#GENERAL,cell c,0
428,COMPANY#GENERAL,chat bot,0
429,COMPANY#GENERAL,chatbot,0
430,COMPANY#GENERAL,chatbot Tobi,0
432,COMPANY#GENERAL,consultant,0
433,COMPANY#GENERAL,content service,0
434,COMPANY#GENERAL,contract,0
435,COMPANY#GENERAL,contract with Telkom,0
436,COMPANY#GENERAL,credit report,0
437,COMPANY#GENERAL,customer Service,0
438,COMPANY#GENERAL,customer care,0
439,COMPANY#GENERAL,customer care agent,0
440,COMPANY#GENERAL,customer care call centre,0
441,COMPANY#GENERAL,customer care help lines,0
442,COMPANY#GENERAL,customer care line,0
443,COMPANY#GENERAL,customer care number,0
444,COMPANY#GENERAL,customer care/services,0
445,COMPANY#GENERAL,customer service,0
446,COMPANY#GENERAL,customer service department,0
447,COMPANY#GENERAL,customer support,0
448,COMPANY#GENERAL,customer's info,0
449,COMPANY#GENERAL,data,0
450,COMPANY#GENERAL,data sim,0
451,COMPANY#GENERAL,delivery,0
452,COMPANY#GENERAL,eSim,0
453,COMPANY#GENERAL,energy,0
454,COMPANY#GENERAL,humans,0
455,COMPANY#GENERAL,machine,0
456,COMPANY#GENERAL,mobile contract,0
457,COMPANY#GENERAL,money back,0
458,COMPANY#GENERAL,network provider,0
459,COMPANY#GENERAL,network service provider,0
460,COMPANY#GENERAL,number,0
461,COMPANY#GENERAL,number assigned by Vodacom,0
462,COMPANY#GENERAL,online chat,0
463,COMPANY#GENERAL,online deals,0
464,COMPANY#GENERAL,online service,0
465,COMPANY#GENERAL,phone imei,0
466,COMPANY#GENERAL,products,0
467,COMPANY#GENERAL,recurring data bundle,0
468,COMPANY#GENERAL,refund,0
469,COMPANY#GENERAL,response to emails,0
470,COMPANY#GENERAL,robot,0
471,COMPANY#GENERAL,robot assistant,0
472,COMPANY#GENERAL,robot calling,0
473,COMPANY#GENERAL,robot responses,0
474,COMPANY#GENERAL,service,0
475,COMPANY#GENERAL,service Vodacom,0
476,COMPANY#GENERAL,service at Vodacom,0
477,COMPANY#GENERAL,service delivery,0
478,COMPANY#GENERAL,service levels,0
479,COMPANY#GENERAL,service provider,0
480,COMPANY#GENERAL,services,0
481,COMPANY#GENERAL,sim card,0
482,COMPANY#GENERAL,site,0
484,COMPANY#GENERAL,smartphone,0
485,COMPANY#GENERAL,sms,0
486,COMPANY#GENERAL,staff,0
487,COMPANY#GENERAL,subscriptions,0
488,COMPANY#GENERAL,support,0
489,COMPANY#GENERAL,telkom,0
490,COMPANY#GENERAL,telkom customer services,0
491,COMPANY#GENERAL,the option to chat to your,0
492,COMPANY#GENERAL,virtual assistant,0
493,COMPANY#GENERAL,voda**** customer service,0
494,COMPANY#GENERAL,vodabucks,0
496,COMPANY#GENERAL,vodacom 4u Berea east london branch,0
497,COMPANY#GENERAL,vodacom app,0
498,COMPANY#GENERAL,vodacom bot,0
499,COMPANY#GENERAL,vodacom call centre,0
500,COMPANY#GENERAL,vodacom customer care,0
501,COMPANY#GENERAL,vodacom customer services,0
502,COMPANY#GENERAL,vodacom fibre,0
504,COMPANY#GENERAL,vodacom service bot,0
505,COMPANY#GENERAL,vodacom support,0
507,COMPANY#GENERAL,vodamail email settings,0
508,COMPANY#GENERAL,vodqcom customer services,0
509,COMPANY#GENERAL,webmail7,0
554,COMplaints#GENERAL,VODACOM,1
510,COMplaints#GENERAL,'SERVICE' PROVIDER,0
511,COMplaints#GENERAL,****** chat bot,0
512,COMplaints#GENERAL,082 135 number,0
513,COMplaints#GENERAL,250.0 MB bundle,0
514,COMplaints#GENERAL,Apple Watch cellular,0
515,COMplaints#GENERAL,BOT,0
516,COMplaints#GENERAL,Bot,0
517,COMplaints#GENERAL,CUSTOMER SERVICE,0
518,COMplaints#GENERAL,Call Centre,0
519,COMplaints#GENERAL,Chatbot (Toby),0
520,COMplaints#GENERAL,Client Care/Service,0
521,COMplaints#GENERAL,Customer service,0
522,COMplaints#GENERAL,EFT,0
523,COMplaints#GENERAL,HP Attorneys,0
524,COMplaints#GENERAL,ISP,0
525,COMplaints#GENERAL,Invoices,0
526,COMplaints#GENERAL,MARKETING SPAM,0
527,COMplaints#GENERAL,MTN,0
528,COMplaints#GENERAL,Mobile Wi_Fi app,0
529,COMplaints#GENERAL,NULL,0
530,COMplaints#GENERAL,ONLINE SERVICE,0
531,COMplaints#GENERAL,PATHETIC SERVICE,0
532,COMplaints#GENERAL,PM CONNECT,0
533,COMplaints#GENERAL,SIM SWAP,0
534,COMplaints#GENERAL,Service,0
535,COMplaints#GENERAL,Statements,0
536,COMplaints#GENERAL,TOBI,0
537,COMplaints#GENERAL,TOBI app,0
538,COMplaints#GENERAL,TOBI virtual assistant,0
539,COMplaints#GENERAL,TOBi robot,0
540,COMplaints#GENERAL,Telkom,0
541,COMplaints#GENERAL,Telkom Mobile,0
542,COMplaints#GENERAL,Telkom Self-service,0
543,COMplaints#GENERAL,Telkom mobile,0
544,COMplaints#GENERAL,Telkom sales,0
545,COMplaints#GENERAL,Tobi,0
546,COMplaints#GENERAL,Tobi BOT idea on WhatsApp,0
547,COMplaints#GENERAL,Tobi bot,0
548,COMplaints#GENERAL,Tobi chat bot,0
549,COMplaints#GENERAL,Tobi the Bot,0
550,COMplaints#GENERAL,Tobi's Tax Pack,0
551,COMplaints#GENERAL,Toby,0
552,COMplaints#GENERAL,Toby robot service,0
553,COMplaints#GENERAL,USELESS VODACOM,0
555,COMplaints#GENERAL,VODACOM - TOBI ALLOWING SIM-SWOP TO CRIMINALS,0
556,COMplaints#GENERAL,VODACOM USELESS HELPLINE,0
557,COMplaints#GENERAL,VODACOMS TOBI,0
558,COMplaints#GENERAL,VodaBucks,0
559,COMplaints#GENERAL,Vodacom,0
560,COMplaints#GENERAL,Vodacom Age of Machine,0
561,COMplaints#GENERAL,Vodacom App,0
562,COMplaints#GENERAL,Vodacom Customer Care Line,0
563,COMplaints#GENERAL,Vodacom Horrible Customer Care Service-Deleted Active SImcard,0
564,COMplaints#GENERAL,Vodacom Roaming Bundle,0
565,COMplaints#GENERAL,Vodacom Scams Pensioners into Special Deals,0
566,COMplaints#GENERAL,Vodacom Vodabucks,0
567,COMplaints#GENERAL,Vodacom and TymeBank Fraud,0
568,COMplaints#GENERAL,Vodacom customer services,0
569,COMplaints#GENERAL,Vodacom does not care,0
570,COMplaints#GENERAL,Vodacom is not a brand to be trusted or relied on,0
571,COMplaints#GENERAL,Vodacom number,0
572,COMplaints#GENERAL,Vodacom online deals,0
573,COMplaints#GENERAL,Vodacom service,0
574,COMplaints#GENERAL,Vodacom vodabucks,0
575,COMplaints#GENERAL,Vodacom's website,0
576,COMplaints#GENERAL,Vodacoms,0
577,COMplaints#GENERAL,Vodafone world,0
578,COMplaints#GENERAL,Vodamail,0
579,COMplaints#GENERAL,Vodamail cancellation,0
580,COMplaints#GENERAL,WhatsApp bundles,0
581,COMplaints#GENERAL,Wi-Fi,0
582,COMplaints#GENERAL,acct,0
583,COMplaints#GENERAL,agent,0
584,COMplaints#GENERAL,airtime,0
585,COMplaints#GENERAL,app,0
586,COMplaints#GENERAL,app services,0
587,COMplaints#GENERAL,at Telkom,0
588,COMplaints#GENERAL,automated chatbot,0
589,COMplaints#GENERAL,bank,0
590,COMplaints#GENERAL,bot,0
591,COMplaints#GENERAL,bot on Vodacom Facebook messenger,0
592,COMplaints#GENERAL,call center,0
593,COMplaints#GENERAL,call center service,0
594,COMplaints#GENERAL,call centre,0
595,COMplaints#GENERAL,call charges,0
596,COMplaints#GENERAL,caller tune,0
597,COMplaints#GENERAL,cell c,0
598,COMplaints#GENERAL,chat bot,0
599,COMplaints#GENERAL,chatbot,0
600,COMplaints#GENERAL,chatbot Tobi,0
601,COMplaints#GENERAL,company,0
602,COMplaints#GENERAL,consultant,0
603,COMplaints#GENERAL,content service,0
604,COMplaints#GENERAL,contract,0
605,COMplaints#GENERAL,contract with Telkom,0
606,COMplaints#GENERAL,credit report,0
607,COMplaints#GENERAL,customer Service,0
608,COMplaints#GENERAL,customer care,0
609,COMplaints#GENERAL,customer care agent,0
610,COMplaints#GENERAL,customer care call centre,0
611,COMplaints#GENERAL,customer care help lines,0
612,COMplaints#GENERAL,customer care line,0
613,COMplaints#GENERAL,customer care number,0
614,COMplaints#GENERAL,customer care/services,0
615,COMplaints#GENERAL,customer service,0
616,COMplaints#GENERAL,customer service department,0
617,COMplaints#GENERAL,customer support,0
618,COMplaints#GENERAL,customer's info,0
619,COMplaints#GENERAL,data,0
620,COMplaints#GENERAL,data sim,0
621,COMplaints#GENERAL,delivery,0
622,COMplaints#GENERAL,eSim,0
623,COMplaints#GENERAL,energy,0
624,COMplaints#GENERAL,humans,0
625,COMplaints#GENERAL,machine,0
626,COMplaints#GENERAL,mobile contract,0
627,COMplaints#GENERAL,money back,0
628,COMplaints#GENERAL,network provider,0
629,COMplaints#GENERAL,network service provider,0
630,COMplaints#GENERAL,number,0
631,COMplaints#GENERAL,number assigned by Vodacom,0
632,COMplaints#GENERAL,online chat,0
633,COMplaints#GENERAL,online deals,0
634,COMplaints#GENERAL,online service,0
635,COMplaints#GENERAL,phone imei,0
636,COMplaints#GENERAL,products,0
637,COMplaints#GENERAL,recurring data bundle,0
638,COMplaints#GENERAL,refund,0
639,COMplaints#GENERAL,response to emails,0
640,COMplaints#GENERAL,robot,0
641,COMplaints#GENERAL,robot assistant,0
642,COMplaints#GENERAL,robot calling,0
643,COMplaints#GENERAL,robot responses,0
644,COMplaints#GENERAL,service,0
645,COMplaints#GENERAL,service Vodacom,0
646,COMplaints#GENERAL,service at Vodacom,0
647,COMplaints#GENERAL,service delivery,0
648,COMplaints#GENERAL,service levels,0
649,COMplaints#GENERAL,service provider,0
650,COMplaints#GENERAL,services,0
651,COMplaints#GENERAL,sim card,0
652,COMplaints#GENERAL,site,0
653,COMplaints#GENERAL,skynet,0
654,COMplaints#GENERAL,smartphone,0
655,COMplaints#GENERAL,sms,0
656,COMplaints#GENERAL,staff,0
657,COMplaints#GENERAL,subscriptions,0
658,COMplaints#GENERAL,support,0
659,COMplaints#GENERAL,telkom,0
660,COMplaints#GENERAL,telkom customer services,0
661,COMplaints#GENERAL,the option to chat to your,0
662,COMplaints#GENERAL,virtual assistant,0
663,COMplaints#GENERAL,voda**** customer service,0
664,COMplaints#GENERAL,vodabucks,0
665,COMplaints#GENERAL,vodacom,0
666,COMplaints#GENERAL,vodacom 4u Berea east london branch,0
667,COMplaints#GENERAL,vodacom app,0
668,COMplaints#GENERAL,vodacom bot,0
669,COMplaints#GENERAL,vodacom call centre,0
670,COMplaints#GENERAL,vodacom customer care,0
671,COMplaints#GENERAL,vodacom customer services,0
672,COMplaints#GENERAL,vodacom fibre,0
673,COMplaints#GENERAL,vodacom online,0
674,COMplaints#GENERAL,vodacom service bot,0
675,COMplaints#GENERAL,vodacom support,0
676,COMplaints#GENERAL,vodacum,0
677,COMplaints#GENERAL,vodamail email settings,0
678,COMplaints#GENERAL,vodqcom customer services,0
679,COMplaints#GENERAL,webmail7,0
810,LAPTOP#GENERAL,robot,2
683,LAPTOP#GENERAL,250.0 MB bundle,1
709,LAPTOP#GENERAL,TOBi robot,1
795,LAPTOP#GENERAL,machine,1
796,LAPTOP#GENERAL,mobile contract,1
797,LAPTOP#GENERAL,money back,1
805,LAPTOP#GENERAL,phone imei,1
824,LAPTOP#GENERAL,smartphone,1
680,LAPTOP#GENERAL,'SERVICE' PROVIDER,0
681,LAPTOP#GENERAL,****** chat bot,0
682,LAPTOP#GENERAL,082 135 number,0
684,LAPTOP#GENERAL,Apple Watch cellular,0
685,LAPTOP#GENERAL,BOT,0
686,LAPTOP#GENERAL,Bot,0
687,LAPTOP#GENERAL,CUSTOMER SERVICE,0
688,LAPTOP#GENERAL,Call Centre,0
689,LAPTOP#GENERAL,Chatbot (Toby),0
690,LAPTOP#GENERAL,Client Care/Service,0
691,LAPTOP#GENERAL,Customer service,0
692,LAPTOP#GENERAL,EFT,0
693,LAPTOP#GENERAL,HP Attorneys,0
694,LAPTOP#GENERAL,ISP,0
695,LAPTOP#GENERAL,Invoices,0
696,LAPTOP#GENERAL,MARKETING SPAM,0
697,LAPTOP#GENERAL,MTN,0
698,LAPTOP#GENERAL,Mobile Wi_Fi app,0
