,category,aspect,count
2515,SMS#GENERAL,service Vodacom,0
2516,SMS#GENERAL,service at Vodacom,0
2517,SMS#GENERAL,service delivery,0
2518,SMS#GENERAL,service levels,0
2519,SMS#GENERAL,service provider,0
2520,SMS#GENERAL,services,0
2521,SMS#GENERAL,sim card,0
2522,SMS#GENERAL,site,0
2523,SMS#GENERAL,skynet,0
2524,SMS#GENERAL,smartphone,0
2526,SMS#GENERAL,staff,0
2527,SMS#GENERAL,subscriptions,0
2528,SMS#GENERAL,support,0
2529,SMS#GENERAL,telkom,0
2530,SMS#GENERAL,telkom customer services,0
2531,SMS#GENERAL,the option to chat to your,0
2532,SMS#GENERAL,virtual assistant,0
2533,SMS#GENERAL,voda**** customer service,0
2534,SMS#GENERAL,vodabucks,0
2535,SMS#GENERAL,vodacom,0
2536,SMS#GENERAL,vodacom 4u Berea east london branch,0
2537,SMS#GENERAL,vodacom app,0
2538,SMS#GENERAL,vodacom bot,0
2539,SMS#GENERAL,vodacom call centre,0
2540,SMS#GENERAL,vodacom customer care,0
2541,SMS#GENERAL,vodacom customer services,0
2542,SMS#GENERAL,vodacom fibre,0
2543,SMS#GENERAL,vodacom online,0
2544,SMS#GENERAL,vodacom service bot,0
2545,SMS#GENERAL,vodacom support,0
2546,SMS#GENERAL,vodacum,0
2547,SMS#GENERAL,vodamail email settings,0
2548,SMS#GENERAL,vodqcom customer services,0
2549,SMS#GENERAL,webmail7,0
2551,SOFTWARE#GENERAL,****** chat bot,1
2586,SOFTWARE#GENERAL,Tobi BOT idea on WhatsApp,1
2599,SOFTWARE#GENERAL,Vodacom,1
2615,SOFTWARE#GENERAL,Vodacom's website,1
2616,SOFTWARE#GENERAL,Vodacoms,1
2620,SOFTWARE#GENERAL,WhatsApp bundles,1
2625,SOFTWARE#GENERAL,app,1
2626,SOFTWARE#GENERAL,app services,1
2630,SOFTWARE#GENERAL,bot,1
2631,SOFTWARE#GENERAL,bot on Vodacom Facebook messenger,1
2639,SOFTWARE#GENERAL,chatbot,1
2655,SOFTWARE#GENERAL,customer service,1
2664,SOFTWARE#GENERAL,humans,1
2672,SOFTWARE#GENERAL,online chat,1
2676,SOFTWARE#GENERAL,products,1
2692,SOFTWARE#GENERAL,site,1
2697,SOFTWARE#GENERAL,subscriptions,1
2701,SOFTWARE#GENERAL,the option to chat to your,1
2705,SOFTWARE#GENERAL,vodacom,1
2717,SOFTWARE#GENERAL,vodamail email settings,1
2550,SOFTWARE#GENERAL,'SERVICE' PROVIDER,0
2552,SOFTWARE#GENERAL,082 135 number,0
2553,SOFTWARE#GENERAL,250.0 MB bundle,0
2554,SOFTWARE#GENERAL,Apple Watch cellular,0
2555,SOFTWARE#GENERAL,BOT,0
2556,SOFTWARE#GENERAL,Bot,0
2557,SOFTWARE#GENERAL,CUSTOMER SERVICE,0
2558,SOFTWARE#GENERAL,Call Centre,0
2559,SOFTWARE#GENERAL,Chatbot (Toby),0
2560,SOFTWARE#GENERAL,Client Care/Service,0
2561,SOFTWARE#GENERAL,Customer service,0
2562,SOFTWARE#GENERAL,EFT,0
2563,SOFTWARE#GENERAL,HP Attorneys,0
2564,SOFTWARE#GENERAL,ISP,0
2565,SOFTWARE#GENERAL,Invoices,0
2566,SOFTWARE#GENERAL,MARKETING SPAM,0
2567,SOFTWARE#GENERAL,MTN,0
2568,SOFTWARE#GENERAL,Mobile Wi_Fi app,0
2569,SOFTWARE#GENERAL,NULL,0
2570,SOFTWARE#GENERAL,ONLINE SERVICE,0
2571,SOFTWARE#GENERAL,PATHETIC SERVICE,0
2572,SOFTWARE#GENERAL,PM CONNECT,0
2573,SOFTWARE#GENERAL,SIM SWAP,0
2574,SOFTWARE#GENERAL,Service,0
2575,SOFTWARE#GENERAL,Statements,0
2576,SOFTWARE#GENERAL,TOBI,0
2577,SOFTWARE#GENERAL,TOBI app,0
2578,SOFTWARE#GENERAL,TOBI virtual assistant,0
2579,SOFTWARE#GENERAL,TOBi robot,0
2580,SOFTWARE#GENERAL,Telkom,0
2581,SOFTWARE#GENERAL,Telkom Mobile,0
2582,SOFTWARE#GENERAL,Telkom Self-service,0
2583,SOFTWARE#GENERAL,Telkom mobile,0
2584,SOFTWARE#GENERAL,Telkom sales,0
2585,SOFTWARE#GENERAL,Tobi,0
2587,SOFTWARE#GENERAL,Tobi bot,0
2588,SOFTWARE#GENERAL,Tobi chat bot,0
2589,SOFTWARE#GENERAL,Tobi the Bot,0
2590,SOFTWARE#GENERAL,Tobi's Tax Pack,0
2591,SOFTWARE#GENERAL,Toby,0
2592,SOFTWARE#GENERAL,Toby robot service,0
2593,SOFTWARE#GENERAL,USELESS VODACOM,0
2594,SOFTWARE#GENERAL,VODACOM,0
2595,SOFTWARE#GENERAL,VODACOM - TOBI ALLOWING SIM-SWOP TO CRIMINALS,0
2596,SOFTWARE#GENERAL,VODACOM USELESS HELPLINE,0
2597,SOFTWARE#GENERAL,VODACOMS TOBI,0
2598,SOFTWARE#GENERAL,VodaBucks,0
2600,SOFTWARE#GENERAL,Vodacom Age of Machine,0
2601,SOFTWARE#GENERAL,Vodacom App,0
2602,SOFTWARE#GENERAL,Vodacom Customer Care Line,0
2603,SOFTWARE#GENERAL,Vodacom Horrible Customer Care Service-Deleted Active SImcard,0
2604,SOFTWARE#GENERAL,Vodacom Roaming Bundle,0
2605,SOFTWARE#GENERAL,Vodacom Scams Pensioners into Special Deals,0
2606,SOFTWARE#GENERAL,Vodacom Vodabucks,0
2607,SOFTWARE#GENERAL,Vodacom and TymeBank Fraud,0
2608,SOFTWARE#GENERAL,Vodacom customer services,0
2609,SOFTWARE#GENERAL,Vodacom does not care,0
2610,SOFTWARE#GENERAL,Vodacom is not a brand to be trusted or relied on,0
2611,SOFTWARE#GENERAL,Vodacom number,0
2612,SOFTWARE#GENERAL,Vodacom online deals,0
2613,SOFTWARE#GENERAL,Vodacom service,0
2614,SOFTWARE#GENERAL,Vodacom vodabucks,0
2617,SOFTWARE#GENERAL,Vodafone world,0
2618,SOFTWARE#GENERAL,Vodamail,0
2619,SOFTWARE#GENERAL,Vodamail cancellation,0
2621,SOFTWARE#GENERAL,Wi-Fi,0
2622,SOFTWARE#GENERAL,acct,0
2623,SOFTWARE#GENERAL,agent,0
2624,SOFTWARE#GENERAL,airtime,0
2627,SOFTWARE#GENERAL,at Telkom,0
2628,SOFTWARE#GENERAL,automated chatbot,0
2629,SOFTWARE#GENERAL,bank,0
2632,SOFTWARE#GENERAL,call center,0
2633,SOFTWARE#GENERAL,call center service,0
2634,SOFTWARE#GENERAL,call centre,0
2635,SOFTWARE#GENERAL,call charges,0
2636,SOFTWARE#GENERAL,caller tune,0
2637,SOFTWARE#GENERAL,cell c,0
2638,SOFTWARE#GENERAL,chat bot,0
2640,SOFTWARE#GENERAL,chatbot Tobi,0
2641,SOFTWARE#GENERAL,company,0
2642,SOFTWARE#GENERAL,consultant,0
2643,SOFTWARE#GENERAL,content service,0
2644,SOFTWARE#GENERAL,contract,0
2645,SOFTWARE#GENERAL,contract with Telkom,0
2646,SOFTWARE#GENERAL,credit report,0
2647,SOFTWARE#GENERAL,customer Service,0
2648,SOFTWARE#GENERAL,customer care,0
2649,SOFTWARE#GENERAL,customer care agent,0
2650,SOFTWARE#GENERAL,customer care call centre,0
2651,SOFTWARE#GENERAL,customer care help lines,0
2652,SOFTWARE#GENERAL,customer care line,0
2653,SOFTWARE#GENERAL,customer care number,0
2654,SOFTWARE#GENERAL,customer care/services,0
2656,SOFTWARE#GENERAL,customer service department,0
2657,SOFTWARE#GENERAL,customer support,0
2658,SOFTWARE#GENERAL,customer's info,0
2659,SOFTWARE#GENERAL,data,0
2660,SOFTWARE#GENERAL,data sim,0
2661,SOFTWARE#GENERAL,delivery,0
2662,SOFTWARE#GENERAL,eSim,0
2663,SOFTWARE#GENERAL,energy,0
2665,SOFTWARE#GENERAL,machine,0
2666,SOFTWARE#GENERAL,mobile contract,0
2667,SOFTWARE#GENERAL,money back,0
2668,SOFTWARE#GENERAL,network provider,0
2669,SOFTWARE#GENERAL,network service provider,0
2670,SOFTWARE#GENERAL,number,0
2671,SOFTWARE#GENERAL,number assigned by Vodacom,0
2673,SOFTWARE#GENERAL,online deals,0
2674,SOFTWARE#GENERAL,online service,0
2675,SOFTWARE#GENERAL,phone imei,0
2677,SOFTWARE#GENERAL,recurring data bundle,0
2678,SOFTWARE#GENERAL,refund,0
2679,SOFTWARE#GENERAL,response to emails,0
2680,SOFTWARE#GENERAL,robot,0
2681,SOFTWARE#GENERAL,robot assistant,0
2682,SOFTWARE#GENERAL,robot calling,0
2683,SOFTWARE#GENERAL,robot responses,0
2684,SOFTWARE#GENERAL,service,0
2685,SOFTWARE#GENERAL,service Vodacom,0
2686,SOFTWARE#GENERAL,service at Vodacom,0
2687,SOFTWARE#GENERAL,service delivery,0
2688,SOFTWARE#GENERAL,service levels,0
2689,SOFTWARE#GENERAL,service provider,0
2690,SOFTWARE#GENERAL,services,0
2691,SOFTWARE#GENERAL,sim card,0
2693,SOFTWARE#GENERAL,skynet,0
2694,SOFTWARE#GENERAL,smartphone,0
2695,SOFTWARE#GENERAL,sms,0
2696,SOFTWARE#GENERAL,staff,0
2698,SOFTWARE#GENERAL,support,0
2699,SOFTWARE#GENERAL,telkom,0
2700,SOFTWARE#GENERAL,telkom customer services,0
2702,SOFTWARE#GENERAL,virtual assistant,0
2703,SOFTWARE#GENERAL,voda**** customer service,0
2704,SOFTWARE#GENERAL,vodabucks,0
2706,SOFTWARE#GENERAL,vodacom 4u Berea east london branch,0
2707,SOFTWARE#GENERAL,vodacom app,0
2708,SOFTWARE#GENERAL,vodacom bot,0
2709,SOFTWARE#GENERAL,vodacom call centre,0
2710,SOFTWARE#GENERAL,vodacom customer care,0
2711,SOFTWARE#GENERAL,vodacom customer services,0
2712,SOFTWARE#GENERAL,vodacom fibre,0
2713,SOFTWARE#GENERAL,vodacom online,0
2714,SOFTWARE#GENERAL,vodacom service bot,0
2715,SOFTWARE#GENERAL,vodacom support,0
2716,SOFTWARE#GENERAL,vodacum,0
2718,SOFTWARE#GENERAL,vodqcom customer services,0
2719,SOFTWARE#GENERAL,webmail7,0
2800,SOFTWARE#OPERATION_PERFORMANCE,bot,3
2726,SOFTWARE#OPERATION_PERFORMANCE,Bot,1
2738,SOFTWARE#OPERATION_PERFORMANCE,Mobile Wi_Fi app,1
2755,SOFTWARE#OPERATION_PERFORMANCE,Tobi,1
2761,SOFTWARE#OPERATION_PERFORMANCE,Toby,1
2770,SOFTWARE#OPERATION_PERFORMANCE,Vodacom Age of Machine,1
2771,SOFTWARE#OPERATION_PERFORMANCE,Vodacom App,1
2774,SOFTWARE#OPERATION_PERFORMANCE,Vodacom Roaming Bundle,1
2784,SOFTWARE#OPERATION_PERFORMANCE,Vodacom vodabucks,1
2795,SOFTWARE#OPERATION_PERFORMANCE,app,1
2813,SOFTWARE#OPERATION_PERFORMANCE,content service,1
2847,SOFTWARE#OPERATION_PERFORMANCE,recurring data bundle,1
2853,SOFTWARE#OPERATION_PERFORMANCE,robot responses,1
2878,SOFTWARE#OPERATION_PERFORMANCE,vodacom bot,1
2889,SOFTWARE#OPERATION_PERFORMANCE,webmail7,1
2720,SOFTWARE#OPERATION_PERFORMANCE,'SERVICE' PROVIDER,0
2721,SOFTWARE#OPERATION_PERFORMANCE,****** chat bot,0
2722,SOFTWARE#OPERATION_PERFORMANCE,082 135 number,0
2723,SOFTWARE#OPERATION_PERFORMANCE,250.0 MB bundle,0
2724,SOFTWARE#OPERATION_PERFORMANCE,Apple Watch cellular,0
2725,SOFTWARE#OPERATION_PERFORMANCE,BOT,0
2727,SOFTWARE#OPERATION_PERFORMANCE,CUSTOMER SERVICE,0
2728,SOFTWARE#OPERATION_PERFORMANCE,Call Centre,0
2729,SOFTWARE#OPERATION_PERFORMANCE,Chatbot (Toby),0
2730,SOFTWARE#OPERATION_PERFORMANCE,Client Care/Service,0
2731,SOFTWARE#OPERATION_PERFORMANCE,Customer service,0
2732,SOFTWARE#OPERATION_PERFORMANCE,EFT,0
2733,SOFTWARE#OPERATION_PERFORMANCE,HP Attorneys,0
2734,SOFTWARE#OPERATION_PERFORMANCE,ISP,0
2735,SOFTWARE#OPERATION_PERFORMANCE,Invoices,0
2736,SOFTWARE#OPERATION_PERFORMANCE,MARKETING SPAM,0
2737,SOFTWARE#OPERATION_PERFORMANCE,MTN,0
2739,SOFTWARE#OPERATION_PERFORMANCE,NULL,0
2740,SOFTWARE#OPERATION_PERFORMANCE,ONLINE SERVICE,0
2741,SOFTWARE#OPERATION_PERFORMANCE,PATHETIC SERVICE,0
2742,SOFTWARE#OPERATION_PERFORMANCE,PM CONNECT,0
2743,SOFTWARE#OPERATION_PERFORMANCE,SIM SWAP,0
2744,SOFTWARE#OPERATION_PERFORMANCE,Service,0
2745,SOFTWARE#OPERATION_PERFORMANCE,Statements,0
2746,SOFTWARE#OPERATION_PERFORMANCE,TOBI,0
2747,SOFTWARE#OPERATION_PERFORMANCE,TOBI app,0
2748,SOFTWARE#OPERATION_PERFORMANCE,TOBI virtual assistant,0
2749,SOFTWARE#OPERATION_PERFORMANCE,TOBi robot,0
2750,SOFTWARE#OPERATION_PERFORMANCE,Telkom,0
2751,SOFTWARE#OPERATION_PERFORMANCE,Telkom Mobile,0
2752,SOFTWARE#OPERATION_PERFORMANCE,Telkom Self-service,0
2753,SOFTWARE#OPERATION_PERFORMANCE,Telkom mobile,0
2754,SOFTWARE#OPERATION_PERFORMANCE,Telkom sales,0
2756,SOFTWARE#OPERATION_PERFORMANCE,Tobi BOT idea on WhatsApp,0
2757,SOFTWARE#OPERATION_PERFORMANCE,Tobi bot,0
2758,SOFTWARE#OPERATION_PERFORMANCE,Tobi chat bot,0
2759,SOFTWARE#OPERATION_PERFORMANCE,Tobi the Bot,0
2760,SOFTWARE#OPERATION_PERFORMANCE,Tobi's Tax Pack,0
2762,SOFTWARE#OPERATION_PERFORMANCE,Toby robot service,0
2763,SOFTWARE#OPERATION_PERFORMANCE,USELESS VODACOM,0
2764,SOFTWARE#OPERATION_PERFORMANCE,VODACOM,0
2765,SOFTWARE#OPERATION_PERFORMANCE,VODACOM - TOBI ALLOWING SIM-SWOP TO CRIMINALS,0
2766,SOFTWARE#OPERATION_PERFORMANCE,VODACOM USELESS HELPLINE,0
2767,SOFTWARE#OPERATION_PERFORMANCE,VODACOMS TOBI,0
2768,SOFTWARE#OPERATION_PERFORMANCE,VodaBucks,0
2769,SOFTWARE#OPERATION_PERFORMANCE,Vodacom,0
2772,SOFTWARE#OPERATION_PERFORMANCE,Vodacom Customer Care Line,0
2773,SOFTWARE#OPERATION_PERFORMANCE,Vodacom Horrible Customer Care Service-Deleted Active SImcard,0
2775,SOFTWARE#OPERATION_PERFORMANCE,Vodacom Scams Pensioners into Special Deals,0
2776,SOFTWARE#OPERATION_PERFORMANCE,Vodacom Vodabucks,0
2777,SOFTWARE#OPERATION_PERFORMANCE,Vodacom and TymeBank Fraud,0
2778,SOFTWARE#OPERATION_PERFORMANCE,Vodacom customer services,0
2779,SOFTWARE#OPERATION_PERFORMANCE,Vodacom does not care,0
2780,SOFTWARE#OPERATION_PERFORMANCE,Vodacom is not a brand to be trusted or relied on,0
2781,SOFTWARE#OPERATION_PERFORMANCE,Vodacom number,0
2782,SOFTWARE#OPERATION_PERFORMANCE,Vodacom online deals,0
2783,SOFTWARE#OPERATION_PERFORMANCE,Vodacom service,0
2785,SOFTWARE#OPERATION_PERFORMANCE,Vodacom's website,0
2786,SOFTWARE#OPERATION_PERFORMANCE,Vodacoms,0
2787,SOFTWARE#OPERATION_PERFORMANCE,Vodafone world,0
2788,SOFTWARE#OPERATION_PERFORMANCE,Vodamail,0
2789,SOFTWARE#OPERATION_PERFORMANCE,Vodamail cancellation,0
2790,SOFTWARE#OPERATION_PERFORMANCE,WhatsApp bundles,0
2791,SOFTWARE#OPERATION_PERFORMANCE,Wi-Fi,0
2792,SOFTWARE#OPERATION_PERFORMANCE,acct,0
2793,SOFTWARE#OPERATION_PERFORMANCE,agent,0
2794,SOFTWARE#OPERATION_PERFORMANCE,airtime,0
2796,SOFTWARE#OPERATION_PERFORMANCE,app services,0
2797,SOFTWARE#OPERATION_PERFORMANCE,at Telkom,0
2798,SOFTWARE#OPERATION_PERFORMANCE,automated chatbot,0
2799,SOFTWARE#OPERATION_PERFORMANCE,bank,0
2801,SOFTWARE#OPERATION_PERFORMANCE,bot on Vodacom Facebook messenger,0
2802,SOFTWARE#OPERATION_PERFORMANCE,call center,0
2803,SOFTWARE#OPERATION_PERFORMANCE,call center service,0
2804,SOFTWARE#OPERATION_PERFORMANCE,call centre,0
2805,SOFTWARE#OPERATION_PERFORMANCE,call charges,0
2806,SOFTWARE#OPERATION_PERFORMANCE,caller tune,0
2807,SOFTWARE#OPERATION_PERFORMANCE,cell c,0
2808,SOFTWARE#OPERATION_PERFORMANCE,chat bot,0
2809,SOFTWARE#OPERATION_PERFORMANCE,chatbot,0
2810,SOFTWARE#OPERATION_PERFORMANCE,chatbot Tobi,0
2811,SOFTWARE#OPERATION_PERFORMANCE,company,0
2812,SOFTWARE#OPERATION_PERFORMANCE,consultant,0
2814,SOFTWARE#OPERATION_PERFORMANCE,contract,0
2815,SOFTWARE#OPERATION_PERFORMANCE,contract with Telkom,0
2816,SOFTWARE#OPERATION_PERFORMANCE,credit report,0
2817,SOFTWARE#OPERATION_PERFORMANCE,customer Service,0
2818,SOFTWARE#OPERATION_PERFORMANCE,customer care,0
2819,SOFTWARE#OPERATION_PERFORMANCE,customer care agent,0
2820,SOFTWARE#OPERATION_PERFORMANCE,customer care call centre,0
2821,SOFTWARE#OPERATION_PERFORMANCE,customer care help lines,0
2822,SOFTWARE#OPERATION_PERFORMANCE,customer care line,0
2823,SOFTWARE#OPERATION_PERFORMANCE,customer care number,0
2824,SOFTWARE#OPERATION_PERFORMANCE,customer care/services,0
2825,SOFTWARE#OPERATION_PERFORMANCE,customer service,0
2826,SOFTWARE#OPERATION_PERFORMANCE,customer service department,0
2827,SOFTWARE#OPERATION_PERFORMANCE,customer support,0
2828,SOFTWARE#OPERATION_PERFORMANCE,customer's info,0
2829,SOFTWARE#OPERATION_PERFORMANCE,data,0
2830,SOFTWARE#OPERATION_PERFORMANCE,data sim,0
2831,SOFTWARE#OPERATION_PERFORMANCE,delivery,0
2832,SOFTWARE#OPERATION_PERFORMANCE,eSim,0
2833,SOFTWARE#OPERATION_PERFORMANCE,energy,0
2834,SOFTWARE#OPERATION_PERFORMANCE,humans,0
2835,SOFTWARE#OPERATION_PERFORMANCE,machine,0
2836,SOFTWARE#OPERATION_PERFORMANCE,mobile contract,0
2837,SOFTWARE#OPERATION_PERFORMANCE,money back,0
2838,SOFTWARE#OPERATION_PERFORMANCE,network provider,0
2839,SOFTWARE#OPERATION_PERFORMANCE,network service provider,0
2840,SOFTWARE#OPERATION_PERFORMANCE,number,0
2841,SOFTWARE#OPERATION_PERFORMANCE,number assigned by Vodacom,0
2842,SOFTWARE#OPERATION_PERFORMANCE,online chat,0
2843,SOFTWARE#OPERATION_PERFORMANCE,online deals,0
2844,SOFTWARE#OPERATION_PERFORMANCE,online service,0
2845,SOFTWARE#OPERATION_PERFORMANCE,phone imei,0
2846,SOFTWARE#OPERATION_PERFORMANCE,products,0
2848,SOFTWARE#OPERATION_PERFORMANCE,refund,0
2849,SOFTWARE#OPERATION_PERFORMANCE,response to emails,0
2850,SOFTWARE#OPERATION_PERFORMANCE,robot,0
2851,SOFTWARE#OPERATION_PERFORMANCE,robot assistant,0
2852,SOFTWARE#OPERATION_PERFORMANCE,robot calling,0
2854,SOFTWARE#OPERATION_PERFORMANCE,service,0
2855,SOFTWARE#OPERATION_PERFORMANCE,service Vodacom,0
2856,SOFTWARE#OPERATION_PERFORMANCE,service at Vodacom,0
2857,SOFTWARE#OPERATION_PERFORMANCE,service delivery,0
2858,SOFTWARE#OPERATION_PERFORMANCE,service levels,0
2859,SOFTWARE#OPERATION_PERFORMANCE,service provider,0
2860,SOFTWARE#OPERATION_PERFORMANCE,services,0
2861,SOFTWARE#OPERATION_PERFORMANCE,sim card,0
2862,SOFTWARE#OPERATION_PERFORMANCE,site,0
2863,SOFTWARE#OPERATION_PERFORMANCE,skynet,0
2864,SOFTWARE#OPERATION_PERFORMANCE,smartphone,0
2865,SOFTWARE#OPERATION_PERFORMANCE,sms,0
2866,SOFTWARE#OPERATION_PERFORMANCE,staff,0
2867,SOFTWARE#OPERATION_PERFORMANCE,subscriptions,0
2868,SOFTWARE#OPERATION_PERFORMANCE,support,0
2869,SOFTWARE#OPERATION_PERFORMANCE,telkom,0
2870,SOFTWARE#OPERATION_PERFORMANCE,telkom customer services,0
2871,SOFTWARE#OPERATION_PERFORMANCE,the option to chat to your,0
2872,SOFTWARE#OPERATION_PERFORMANCE,virtual assistant,0
2873,SOFTWARE#OPERATION_PERFORMANCE,voda**** customer service,0
2874,SOFTWARE#OPERATION_PERFORMANCE,vodabucks,0
2875,SOFTWARE#OPERATION_PERFORMANCE,vodacom,0
2876,SOFTWARE#OPERATION_PERFORMANCE,vodacom 4u Berea east london branch,0
2877,SOFTWARE#OPERATION_PERFORMANCE,vodacom app,0
2879,SOFTWARE#OPERATION_PERFORMANCE,vodacom call centre,0
2880,SOFTWARE#OPERATION_PERFORMANCE,vodacom customer care,0
2881,SOFTWARE#OPERATION_PERFORMANCE,vodacom customer services,0
2882,SOFTWARE#OPERATION_PERFORMANCE,vodacom fibre,0
2883,SOFTWARE#OPERATION_PERFORMANCE,vodacom online,0
2884,SOFTWARE#OPERATION_PERFORMANCE,vodacom service bot,0
2885,SOFTWARE#OPERATION_PERFORMANCE,vodacom support,0
2886,SOFTWARE#OPERATION_PERFORMANCE,vodacum,0
2887,SOFTWARE#OPERATION_PERFORMANCE,vodamail email settings,0
2888,SOFTWARE#OPERATION_PERFORMANCE,vodqcom customer services,0
2917,SOFTWARE#USABILITY,TOBI app,1
2890,SOFTWARE#USABILITY,'SERVICE' PROVIDER,0
2891,SOFTWARE#USABILITY,****** chat bot,0
2892,SOFTWARE#USABILITY,082 135 number,0
2893,SOFTWARE#USABILITY,250.0 MB bundle,0
2894,SOFTWARE#USABILITY,Apple Watch cellular,0
2895,SOFTWARE#USABILITY,BOT,0
2896,SOFTWARE#USABILITY,Bot,0
2897,SOFTWARE#USABILITY,CUSTOMER SERVICE,0
2898,SOFTWARE#USABILITY,Call Centre,0
2899,SOFTWARE#USABILITY,Chatbot (Toby),0
2900,SOFTWARE#USABILITY,Client Care/Service,0
2901,SOFTWARE#USABILITY,Customer service,0
2902,SOFTWARE#USABILITY,EFT,0
2903,SOFTWARE#USABILITY,HP Attorneys,0
2904,SOFTWARE#USABILITY,ISP,0
2905,SOFTWARE#USABILITY,Invoices,0
2906,SOFTWARE#USABILITY,MARKETING SPAM,0
2907,SOFTWARE#USABILITY,MTN,0
2908,SOFTWARE#USABILITY,Mobile Wi_Fi app,0
2909,SOFTWARE#USABILITY,NULL,0
2910,SOFTWARE#USABILITY,ONLINE SERVICE,0
2911,SOFTWARE#USABILITY,PATHETIC SERVICE,0
2912,SOFTWARE#USABILITY,PM CONNECT,0
2913,SOFTWARE#USABILITY,SIM SWAP,0
2914,SOFTWARE#USABILITY,Service,0
2915,SOFTWARE#USABILITY,Statements,0
2916,SOFTWARE#USABILITY,TOBI,0
2918,SOFTWARE#USABILITY,TOBI virtual assistant,0
2919,SOFTWARE#USABILITY,TOBi robot,0
2920,SOFTWARE#USABILITY,Telkom,0
2921,SOFTWARE#USABILITY,Telkom Mobile,0
2922,SOFTWARE#USABILITY,Telkom Self-service,0
2923,SOFTWARE#USABILITY,Telkom mobile,0
2924,SOFTWARE#USABILITY,Telkom sales,0
2925,SOFTWARE#USABILITY,Tobi,0
2926,SOFTWARE#USABILITY,Tobi BOT idea on WhatsApp,0
2927,SOFTWARE#USABILITY,Tobi bot,0
2928,SOFTWARE#USABILITY,Tobi chat bot,0
2929,SOFTWARE#USABILITY,Tobi the Bot,0
2930,SOFTWARE#USABILITY,Tobi's Tax Pack,0
2931,SOFTWARE#USABILITY,Toby,0
2932,SOFTWARE#USABILITY,Toby robot service,0
2933,SOFTWARE#USABILITY,USELESS VODACOM,0
2934,SOFTWARE#USABILITY,VODACOM,0
2935,SOFTWARE#USABILITY,VODACOM - TOBI ALLOWING SIM-SWOP TO CRIMINALS,0
2936,SOFTWARE#USABILITY,VODACOM USELESS HELPLINE,0
2937,SOFTWARE#USABILITY,VODACOMS TOBI,0
2938,SOFTWARE#USABILITY,VodaBucks,0
2939,SOFTWARE#USABILITY,Vodacom,0
2940,SOFTWARE#USABILITY,Vodacom Age of Machine,0
2941,SOFTWARE#USABILITY,Vodacom App,0
2942,SOFTWARE#USABILITY,Vodacom Customer Care Line,0
2943,SOFTWARE#USABILITY,Vodacom Horrible Customer Care Service-Deleted Active SImcard,0
2944,SOFTWARE#USABILITY,Vodacom Roaming Bundle,0
2945,SOFTWARE#USABILITY,Vodacom Scams Pensioners into Special Deals,0
2946,SOFTWARE#USABILITY,Vodacom Vodabucks,0
2947,SOFTWARE#USABILITY,Vodacom and TymeBank Fraud,0
2948,SOFTWARE#USABILITY,Vodacom customer services,0
2949,SOFTWARE#USABILITY,Vodacom does not care,0
2950,SOFTWARE#USABILITY,Vodacom is not a brand to be trusted or relied on,0
2951,SOFTWARE#USABILITY,Vodacom number,0
2952,SOFTWARE#USABILITY,Vodacom online deals,0
2953,SOFTWARE#USABILITY,Vodacom service,0
2954,SOFTWARE#USABILITY,Vodacom vodabucks,0
2955,SOFTWARE#USABILITY,Vodacom's website,0
2956,SOFTWARE#USABILITY,Vodacoms,0
2957,SOFTWARE#USABILITY,Vodafone world,0
2958,SOFTWARE#USABILITY,Vodamail,0
2959,SOFTWARE#USABILITY,Vodamail cancellation,0
2960,SOFTWARE#USABILITY,WhatsApp bundles,0
2961,SOFTWARE#USABILITY,Wi-Fi,0
2962,SOFTWARE#USABILITY,acct,0
2963,SOFTWARE#USABILITY,agent,0
2964,SOFTWARE#USABILITY,airtime,0
2965,SOFTWARE#USABILITY,app,0
2966,SOFTWARE#USABILITY,app services,0
2967,SOFTWARE#USABILITY,at Telkom,0
2968,SOFTWARE#USABILITY,automated chatbot,0
2969,SOFTWARE#USABILITY,bank,0
2970,SOFTWARE#USABILITY,bot,0
2971,SOFTWARE#USABILITY,bot on Vodacom Facebook messenger,0
2972,SOFTWARE#USABILITY,call center,0
2973,SOFTWARE#USABILITY,call center service,0
2974,SOFTWARE#USABILITY,call centre,0
2975,SOFTWARE#USABILITY,call charges,0
2976,SOFTWARE#USABILITY,caller tune,0
2977,SOFTWARE#USABILITY,cell c,0
2978,SOFTWARE#USABILITY,chat bot,0
2979,SOFTWARE#USABILITY,chatbot,0
2980,SOFTWARE#USABILITY,chatbot Tobi,0
2981,SOFTWARE#USABILITY,company,0
2982,SOFTWARE#USABILITY,consultant,0
2983,SOFTWARE#USABILITY,content service,0
2984,SOFTWARE#USABILITY,contract,0
2985,SOFTWARE#USABILITY,contract with Telkom,0
2986,SOFTWARE#USABILITY,credit report,0
2987,SOFTWARE#USABILITY,customer Service,0
2988,SOFTWARE#USABILITY,customer care,0
2989,SOFTWARE#USABILITY,customer care agent,0
2990,SOFTWARE#USABILITY,customer care call centre,0
2991,SOFTWARE#USABILITY,customer care help lines,0
2992,SOFTWARE#USABILITY,customer care line,0
2993,SOFTWARE#USABILITY,customer care number,0
2994,SOFTWARE#USABILITY,customer care/services,0
2995,SOFTWARE#USABILITY,customer service,0
2996,SOFTWARE#USABILITY,customer service department,0
2997,SOFTWARE#USABILITY,customer support,0
2998,SOFTWARE#USABILITY,customer's info,0
